Date,P_core1,P_core2,P_ppi,B_pi,S_as,S_ab,S_mu,S_mx,S_mf,S_md,S_mo,S_mb,I_s,I_m,I_c,H_p,L_ml,L_mr,L_er,L_ur,M_sf,M_sc,M_si,M_if,M_ic,M_ii,H_c,S_cs,S_cb,M_fi,B_bx,B_bi,M_ur,R_d,L_em,P_cpi,R_s,M_i,M_s,M_p,B_gi,B_gx,B_sx,B_si,B_px,S_es,N_gdp,N_pc,N_fi,N_ci,N_gx
2001-01-31,69.287,70.661,78.68,81.91,,,,,,,,,62.0,48.416,77.7208,,,,57.94748073503263,4.4,73.428,67.903,42.767,61.491,81.921,41.962,6654126.0,,,61.3,12644.929,12431.023,101.767,39.0,21089.0,68.103,60.8,49.02,51.682,48.079,12250.3,13289.3,2768.6,2539.6,134.05,,,,,,
2001-02-28,69.422,70.938,78.52,81.23,,,,,,,,,61.5,48.659,78.2276,,,,57.76319502074691,4.7,72.671,68.141,43.006,61.336,74.193,43.183,6697513.0,,,56.9,13354.074,12732.258,100.35,41.3,21075.1,68.435,61.7,49.643,51.278,48.277,12394.0,13016.4,2429.4,2763.7,130.06,,,,,,
2001-03-31,69.898,71.423,78.7,81.74,,,,,,,,,61.4,49.072,81.0495,,,,58.123195020746905,4.6,72.387,68.984,43.006,61.808,72.094,43.648,6939111.0,,,59.3,14124.891,12951.886,101.562,43.1,21191.5,69.035,61.6,49.978,51.682,48.612,11526.1,13146.1,2924.9,2515.4,131.25,,1.2,0.4,1.1,2.2,-0.1
2001-04-30,70.101,71.631,78.65,83.67,,,,,,,,,62.3,49.322,85.7067,,,,59.168195020746914,4.1,72.955,68.832,43.612,61.405,71.596,43.903,7337842.0,,,57.6,12121.11,11212.192,101.459,44.2,21552.4,69.301,62.7,49.885,51.958,48.751,11384.8,11621.3,2528.1,2615.6,133.34,,,,,,
2001-05-31,70.304,71.769,78.58,82.55,,,,,,,,,63.4,49.618,86.4587,,,,59.31319502074691,3.9,75.026,68.984,43.971,60.437,73.282,43.455,7402227.0,,,55.4,13306.959,11554.834,102.084,45.3,21651.9,69.234,64.6,49.93,52.509,49.013,11418.0,12546.0,2785.7,2814.0,128.86,,,,,,
2001-06-30,70.373,71.839,78.26,81.75,,,,,,,,,63.1,49.876,80.9592,,,,59.22319502074691,3.8,76.625,69.146,43.971,59.113,80.74,42.688,6931378.0,,,53.1,12931.941,11718.966,101.123,46.8,21679.3,69.434,64.9,49.636,52.711,49.261,11282.4,12931.3,2726.0,2919.8,125.52,,1.3,3.6,-4.3,3.4,-4.8
2001-07-31,70.373,71.769,78.21,79.88,,,,,,,,,63.0,48.933,80.4614,,,,59.30319502074691,3.8,75.962,68.681,42.886,61.836,71.079,42.613,6888763.0,,,55.4,11392.257,11107.564,100.06,45.7,21708.6,69.567,64.7,49.012,51.618,48.289,11317.4,11731.1,2699.3,2811.7,122.96,,,,,,
2001-08-31,70.576,71.908,77.83,79.09,,,,,,,,,63.7,49.965,89.5264,,,,59.17319502074691,3.8,76.814,70.303,43.672,64.269,64.378,42.093,7664869.0,,,54.4,11766.192,11337.826,100.882,45.1,21789.3,69.833,65.1,48.53,52.987,49.387,10970.1,11977.3,2498.0,2839.0,120.64,,,,,,
2001-09-30,70.712,72.047,77.62,78.59,,,,,,,,,63.8,50.198,95.1823,,,,59.59319502074691,3.7,77.192,68.368,43.792,62.766,67.921,41.962,8149102.0,,,56.3,12447.324,11709.659,100.511,47.9,21857.8,69.767,67.3,48.511,52.849,49.5,11755.7,11546.8,2486.7,2815.1,121.29,,1.4,1.4,-1.6,8.6,0.7
2001-10-31,70.779,72.047,77.25,76.34,,,,,,,,,64.5,50.617,89.5399,,,,59.6081950207469,3.6,77.56,73.784,43.553,62.969,71.459,41.768,7666025.0,,,59.7,12086.028,11506.884,100.32,47.2,21867.9,69.767,65.3,48.447,53.539,50.056,10735.7,11634.8,2220.5,2710.2,119.31,,,,,,
2001-11-30,70.847,72.115,76.94,72.7,,,,,,,,,65.4,50.85,89.8649,,,,59.60319502074692,3.7,77.287,72.162,44.458,64.383,68.306,41.172,7693854.0,,,57.4,12348.967,11532.771,99.568,47.0,21929.5,69.368,67.8,47.774,53.741,50.228,11211.7,11612.8,2414.7,2826.2,115.4,,,,,,
2001-12-31,71.119,72.323,76.47,72.3,,,,,,,,,64.3,49.729,87.1947,,,,59.49819502074691,3.6,72.86,74.789,43.185,67.096,61.308,41.076,7465242.0,,,59.2,11914.472,11301.958,96.763,43.4,21931.9,69.501,67.9,47.962,52.233,49.089,10767.0,11366.4,2294.6,2872.9,114.59,,1.8,2.6,3.0,-4.0,-0.5
2002-01-31,71.323,72.601,76.65,73.26,,,,,,,,,67.6,51.016,89.2718,59328.44890829694,0.7441304347826087,19.865217391304363,59.74748073503263,3.6,78.507,75.643,44.757,66.016,62.489,40.604,7643075.0,,,59.3,11381.879,11326.43,101.304,51.2,21974.0,69.9,68.6,47.264,54.292,50.544,10464.2,11825.6,2420.1,2874.2,117.85,,,,,,
2002-02-28,71.526,72.809,77.04,73.83,,,,,,,,,67.2,52.042,97.79,51976.93311882326,0.7441304347826088,18.925217391304358,59.863195020746915,3.5,78.696,76.562,45.961,61.633,62.176,40.704,8372367.0,,,59.9,11023.037,10471.161,103.568,50.6,22096.1,70.233,70.3,46.542,56.075,51.729,10536.9,12293.5,2455.9,2899.8,119.77,,,,,,
2002-03-31,72.001,73.432,77.44,76.88,,,,,,,,,69.0,53.29,87.8753,69824.51206619167,0.7774462242562931,18.607585812356998,59.82319502074691,3.4,80.105,75.092,46.926,60.064,58.857,39.751,7523507.0,,,62.6,13251.323,11990.097,106.406,52.0,22065.3,70.632,71.3,45.601,56.618,52.878,11061.2,12486.1,2330.1,2907.6,123.34,,2.5,3.4,5.5,2.7,7.3
2002-04-30,72.205,73.779,78.04,78.18,,,,,,,,,69.6,53.687,88.2738,66634.40680303378,0.9406041189931351,24.147585812357,60.268195020746916,3.4,81.146,74.638,47.404,61.12,61.398,40.028,7557627.0,,,61.6,13184.534,12559.696,106.987,52.2,22221.2,71.032,71.3,46.095,56.691,53.136,11777.8,12946.7,2445.5,3010.2,123.44,,,,,,
2002-05-31,72.408,73.917,78.37,75.73,,,,,,,,,69.6,52.995,87.2332,63304.24890829695,0.9121830663615562,24.86969107551489,60.11319502074691,3.3,80.957,74.714,46.866,59.874,64.402,38.665,7468535.0,,,60.2,14173.177,12698.101,105.054,55.6,22195.3,71.298,70.4,45.491,56.278,52.366,11640.6,13146.9,2522.2,2950.6,118.03,,,,,,
2002-06-30,72.408,73.917,77.87,73.07,,,,,,,,,69.2,52.608,90.4872,51397.61732934956,0.6969199084668195,22.480217391304368,60.123195020746905,3.1,77.56,74.638,45.662,64.422,65.184,39.269,7747125.0,,,59.1,12894.088,11934.221,102.501,50.7,22266.2,71.231,70.3,46.724,54.835,51.924,12105.7,13152.9,2781.0,3034.8,112.84,,1.8,2.0,1.8,0.1,6.5
2002-07-31,72.475,73.987,77.65,71.69,,,,,,,,,70.6,54.041,93.2032,52076.301539875894,0.6869199084668194,22.443375286041206,60.20319502074691,3.1,80.389,75.946,47.165,65.314,59.573,40.181,7979665.0,,,61.3,13395.179,13031.773,105.832,51.8,22283.7,71.032,72.1,46.78,56.278,53.429,12507.9,13387.4,2752.6,3075.0,110.66,,,,,,
2002-08-31,72.544,74.125,77.75,72.59,,,,,,,,,69.4,54.423,87.0822,49052.19627671799,0.6995514874141878,21.578638443935944,59.87319502074691,3.3,82.271,74.941,47.225,66.691,61.697,40.801,7455610.0,,,60.1,13959.11,12860.751,106.896,54.6,22294.1,71.498,73.5,47.756,57.031,53.965,13200.8,13612.0,2693.5,3295.0,111.94,,,,,,
2002-09-30,72.748,74.333,77.91,74.29,,,,,,,,,70.4,53.862,91.0702,51916.66996092852,0.7000778032036615,22.511796338672777,60.29319502074691,3.0,81.893,76.022,47.404,64.598,60.157,40.493,7797040.0,,,66.7,13900.763,12991.557,103.633,50.2,22378.3,71.898,72.3,46.974,57.371,53.162,12918.2,14483.7,2672.9,3239.7,113.43,,2.0,0.7,0.1,1.1,6.8
2002-10-31,72.883,74.541,78.01,76.01,,,,,,,,,70.3,54.678,91.3916,58283.03838198115,0.7637620137299772,22.164427917620145,60.2081950207469,3.1,83.123,75.178,47.711,65.83,61.215,40.644,7824562.0,,,61.6,15084.659,13817.061,104.547,50.7,22338.7,71.697,72.5,47.262,57.583,53.956,13113.4,14076.4,2632.5,3205.7,115.64,,,,,,
2002-11-30,73.019,74.679,78.17,72.79,,,,,,,,,69.9,55.482,95.5981,61289.66996092853,0.6563935926773459,28.70969107551489,59.903195020746914,3.1,83.964,78.346,47.891,64.907,61.415,40.798,8184705.0,,,66.0,15196.561,13993.431,103.902,52.2,22272.2,71.764,72.0,46.997,58.199,54.666,13378.1,14350.0,2565.6,3115.4,112.54,,,,,,
2002-12-31,73.29,74.887,78.18,74.38,,,,,,,,,68.6,56.22,97.6909,30553.354171454805,0.5311304347826088,20.939164759725422,60.098195020746914,3.1,83.775,80.508,48.728,66.968,58.609,41.13,8363880.0,,,68.7,15026.217,14451.874,106.425,49.1,22379.0,72.096,70.4,47.719,58.676,55.682,13837.7,15194.8,2751.3,3241.8,113.33,,1.1,-0.1,3.4,4.7,2.7
2003-01-31,73.562,75.164,78.77,75.05,89.0,82.0,96.0,91.0,97.0,88.0,90.0,83.0,69.9,54.767,96.5952,50885.44890829694,0.6341304347826087,24.165217391304363,59.74748073503263,3.3,82.271,76.649,48.13,69.198,62.132,41.212,8270071.0,,,57.5,14319.931,14494.967,104.23,50.8,22224.5,72.564,73.6,48.195,57.785,54.129,14153.5,14745.1,2693.1,3444.9,112.72,96.7,,,,,
2003-02-28,73.697,75.372,79.19,77.67,81.0,73.0,93.0,91.0,95.0,87.0,87.0,78.0,68.4,54.906,100.1014,44130.93311882326,0.6241304347826088,21.22521739130436,59.56319502074691,3.3,82.555,76.411,48.309,72.09,66.168,41.231,8570259.0,,,65.1,13337.145,13858.274,104.76,48.9,22201.6,72.962,67.9,49.377,57.987,54.427,13758.2,14713.5,2812.1,3220.3,115.5,96.5,,,,,
2003-03-31,74.444,76.134,79.96,79.06,78.0,71.0,92.0,87.0,90.0,83.0,84.0,73.0,69.4,56.092,96.3648,53940.51206619167,0.5374462242562931,19.907585812357,59.42319502074691,3.4,81.893,76.335,48.668,71.111,67.797,42.106,8250341.0,,,66.0,15378.85,15870.217,105.003,47.8,22152.7,73.828,68.3,50.304,58.336,55.545,14756.6,15117.7,2960.3,3160.5,118.54,96.3,-0.7,-0.9,-0.3,2.7,0.4
2003-04-30,74.512,76.342,79.56,75.45,82.0,76.0,92.0,92.0,89.0,83.0,87.0,74.0,70.4,55.038,92.6149,36343.40680303379,0.5706041189931351,21.547585812357,59.36819502074692,3.4,82.461,75.719,48.369,72.178,68.83,43.008,7929292.0,,,60.6,15720.592,14758.747,104.517,47.6,22100.5,73.695,68.1,51.139,57.721,54.347,13825.9,15094.8,2938.8,3067.8,114.64,96.4,,,,,
2003-05-31,74.648,76.411,79.12,73.82,78.0,74.0,89.0,84.0,88.0,81.0,81.0,74.0,69.8,54.672,97.2906,42154.24890829695,0.5221830663615562,21.86969107551489,59.31319502074691,3.6,78.98,75.719,48.787,71.331,69.07,42.689,8329608.0,,,57.9,14676.092,13523.642,102.325,47.2,22131.4,73.562,69.4,51.047,57.647,53.952,13789.8,14565.6,2753.7,3146.8,111.87,96.8,,,,,
2003-06-30,74.783,76.481,78.74,74.01,78.0,71.0,86.0,83.0,91.0,74.0,76.0,73.0,70.1,56.425,101.633,144935.61732934957,0.47691990846681953,18.180217391304367,59.22319502074691,3.6,82.934,77.73,50.0,72.823,67.16,43.163,8701387.0,,,59.4,15656.327,13428.141,104.582,45.3,22151.8,73.362,68.8,51.235,59.154,55.795,13250.0,15225.9,2811.5,3425.7,111.77,97.5,-0.2,-0.6,-2.3,-0.1,1.7
2003-07-31,74.715,76.411,78.88,74.0,75.0,66.0,77.0,82.0,89.0,69.0,75.0,74.0,70.7,53.918,100.0048,47431.301539875894,0.4969199084668194,20.043375286041208,59.403195020746914,3.7,80.768,72.076,47.891,70.918,64.837,44.055,8561988.0,,,55.3,15431.714,14898.003,98.726,45.4,22227.7,73.296,69.8,51.067,56.415,53.29,13835.3,16001.3,2932.0,3477.9,111.24,98.3,,,,,
2003-08-31,74.851,76.481,79.17,74.48,73.0,68.0,80.0,85.0,89.0,71.0,77.0,73.0,70.4,56.505,99.8138,30844.196276717987,0.40955148741418784,17.778638443935943,59.07319502074691,3.7,83.964,75.795,49.513,70.448,65.041,44.769,8545635.0,,,59.4,15375.268,13541.36,104.262,46.5,22212.2,73.628,70.0,51.642,59.09,55.972,14294.8,16585.0,2871.4,3450.6,111.85,99.2,,,,,
2003-09-30,74.988,76.688,79.5,73.16,74.0,70.0,83.0,86.0,88.0,73.0,80.0,77.0,70.5,57.78,96.7277,28522.66996092852,0.45007780320366153,17.511796338672777,59.19319502074691,3.7,86.32,75.557,51.025,71.449,65.275,43.704,8281412.0,,,63.2,17021.082,14531.444,105.227,48.1,22211.6,74.294,70.2,51.034,60.735,57.111,14318.5,17653.1,3001.4,3531.4,110.47,100.1,1.9,0.3,-3.4,2.0,7.9
2003-10-31,74.919,76.688,79.73,75.41,78.0,77.0,90.0,91.0,91.0,76.0,83.0,81.0,70.4,59.22,100.1403,33161.03838198115,0.5537620137299771,14.164427917620145,59.4081950207469,3.7,87.918,74.551,52.767,72.129,64.047,42.91,8573583.0,,,62.3,18929.665,16536.628,107.771,47.0,22273.3,74.36,70.4,50.366,61.903,58.563,15113.7,18118.1,3267.4,3556.6,111.76,100.8,,,,,
2003-11-30,74.988,76.619,80.1,77.43,86.0,80.0,96.0,97.0,92.0,85.0,91.0,85.0,70.4,59.29,101.2002,33140.66996092853,0.5163935926773459,15.409691075514889,59.403195020746914,3.9,87.539,73.935,52.707,72.383,64.242,42.74,8664331.0,,,59.2,18242.088,15760.75,105.488,46.1,22321.4,74.227,70.5,50.156,61.829,58.734,15532.3,18193.4,3213.2,3547.8,114.67,101.5,,,,,
2003-12-31,75.326,77.035,80.62,79.19,88.0,81.0,96.0,99.0,93.0,87.0,93.0,86.0,68.9,60.551,108.3744,38988.354171454805,0.5011304347826089,20.53916475972542,59.598195020746914,3.7,92.44,73.168,54.33,75.174,64.606,42.4,9278551.0,,,61.7,19728.688,17624.485,108.442,43.6,22450.9,74.561,69.1,50.659,62.996,60.178,16145.2,18898.4,3505.8,3574.9,117.07,101.9,2.6,0.0,4.7,3.7,10.7
2004-01-31,75.598,77.243,81.72,80.63,84.0,77.0,95.0,101.0,94.0,85.0,91.0,84.0,70.4,60.188,107.0081,31526.448908296938,0.49413043478260865,17.66521739130436,60.24748073503263,3.5,87.634,73.081,54.876,75.696,64.607,42.368,9161579.0,,,60.8,18987.12,16208.879,107.23,49.5,22626.5,75.027,71.4,50.409,63.548,59.914,16712.5,21719.6,3303.7,3727.9,119.1,102.1,,,,,
2004-02-29,75.665,77.312,82.74,80.53,84.0,76.0,93.0,103.0,94.0,88.0,92.0,84.0,70.6,62.915,104.2215,39612.93311882326,0.5441304347826088,17.325217391304356,60.363195020746915,3.6,91.777,78.346,55.841,75.717,65.685,43.965,8922998.0,,,64.0,19136.968,17468.564,110.609,47.1,22757.4,75.359,71.1,52.073,64.706,62.609,17662.9,20220.0,3458.7,3703.5,118.29,102.0,,,,,
2004-03-31,76.48,77.935,83.54,81.67,88.0,79.0,97.0,103.0,94.0,91.0,94.0,84.0,70.4,62.024,105.493,32293.512066191674,0.49744622425629303,16.207585812356996,60.42319502074691,3.6,89.895,75.092,55.235,74.413,70.778,44.179,9031861.0,,,65.1,21174.855,19120.078,108.376,45.9,22736.6,76.091,68.9,52.669,64.228,61.667,17635.0,20250.9,3653.1,4045.6,118.34,101.8,1.3,-0.1,0.7,-1.1,5.6
2004-04-30,76.548,78.005,83.94,81.65,93.0,88.0,104.0,109.0,96.0,95.0,99.0,86.0,70.8,62.499,103.376,27267.406803033788,0.5606041189931351,23.247585812357,60.268195020746916,3.6,91.125,76.8,56.08,71.181,66.776,44.734,8850609.0,,,62.5,21483.357,18829.952,108.959,47.9,22668.0,76.091,69.3,52.032,64.982,62.054,17992.9,21435.5,3533.5,3890.9,118.09,101.3,,,,,
2004-05-31,76.684,78.074,84.14,84.61,89.0,79.0,100.0,104.0,96.0,90.0,97.0,84.0,70.3,63.337,102.265,36742.24890829695,0.5921830663615563,23.769691075514892,59.81319502074691,3.7,93.102,76.486,56.02,71.216,64.469,46.066,8755498.0,,,61.9,20834.259,17895.384,109.567,46.6,22550.4,76.025,68.9,52.906,65.671,62.865,17773.9,22528.7,3525.2,3778.3,121.8,100.7,,,,,
2004-06-30,76.82,78.143,84.06,83.19,84.0,76.0,95.0,106.0,95.0,86.0,92.0,84.0,70.5,61.687,99.2434,37140.61732934956,0.5169199084668196,23.78021739130437,59.9231950207469,3.5,90.557,76.649,55.115,69.051,61.226,47.167,8496798.0,,,61.6,21657.111,18544.35,105.528,47.3,22638.1,76.025,71.5,52.665,63.888,61.072,18136.2,20678.9,3839.2,4157.3,119.91,100.0,0.8,0.3,1.9,-0.2,2.5
2004-07-31,77.023,78.42,84.4,84.55,85.0,67.0,92.0,104.0,97.0,84.0,89.0,82.0,70.1,60.954,103.6678,36948.301539875894,0.6869199084668194,22.443375286041206,59.80319502074691,3.7,90.936,75.643,54.637,72.09,57.439,47.207,8875592.0,,,59.1,21003.794,18390.091,104.84,48.7,22580.5,76.491,70.5,52.812,63.548,60.326,17912.5,21338.4,3872.0,4114.0,121.5,99.2,,,,,
2004-08-31,77.226,78.49,85.14,86.88,84.0,68.0,96.0,105.0,95.0,86.0,91.0,81.0,69.4,61.626,103.3598,38770.19627671799,0.6495514874141878,20.178638443935945,59.37319502074691,3.8,87.171,76.022,55.722,75.793,57.109,47.042,8849227.0,,,65.3,19798.969,18124.364,105.751,48.5,22522.3,77.156,68.8,53.417,63.952,61.075,17774.2,20121.6,3910.8,4206.4,124.41,98.4,,,,,
2004-09-30,77.362,78.49,85.49,85.63,85.0,72.0,96.0,103.0,97.0,83.0,92.0,80.0,69.9,62.857,105.7197,37097.66996092852,0.5100778032036616,19.511796338672777,60.09319502074691,3.7,92.723,76.562,56.26,74.111,58.205,47.397,9051269.0,,,66.0,20831.133,18193.347,106.041,49.6,22766.3,77.156,71.6,53.519,65.331,62.316,17485.8,21031.5,3796.9,4285.2,124.37,97.8,0.4,0.1,-1.4,-1.0,-1.2
2004-10-31,77.431,78.49,85.53,88.11,87.0,72.0,96.0,105.0,94.0,87.0,91.0,77.0,70.0,62.865,101.7079,50431.03838198115,0.6037620137299772,19.864427917620144,60.1081950207469,3.7,90.841,76.097,56.2,74.644,57.729,47.34,8707796.0,,,62.9,22663.289,20408.216,105.746,50.9,22760.2,77.156,69.4,53.334,65.533,62.257,20322.4,22027.5,3904.3,4697.8,126.31,97.3,,,,,
2004-11-30,77.295,78.42,85.59,83.79,87.0,71.0,97.0,103.0,95.0,88.0,92.0,76.0,69.7,63.911,97.3525,39313.66996092853,0.4763935926773458,17.80969107551489,59.903195020746914,3.7,94.984,76.411,57.105,73.907,59.051,49.054,8334908.0,,,61.7,23076.612,20311.965,107.658,49.6,22719.1,76.691,69.8,54.366,66.425,63.468,18617.8,22664.0,4049.1,4716.5,120.54,97.3,,,,,
2004-12-31,77.498,78.698,84.96,79.73,84.0,70.0,94.0,97.0,93.0,83.0,88.0,75.0,69.3,63.09,101.0564,55752.354171454805,0.4611304347826088,22.33916475972542,60.198195020746915,3.8,90.368,76.022,57.464,78.391,59.437,49.132,8652021.0,,,60.7,23197.206,20967.497,107.076,49.8,22873.5,76.824,70.7,55.516,65.055,62.795,18854.7,22037.0,4438.2,5012.0,113.8,97.8,0.8,1.1,0.2,-1.3,2.0
2005-01-31,78.056,79.322,85.78,83.16,83.0,71.0,90.0,97.0,94.0,83.0,87.0,77.0,71.2,64.8,99.5968,47216.44890829694,0.49413043478260865,19.965217391304364,60.04748073503263,3.8,94.322,78.422,59.274,79.611,66.395,49.623,8527053.0,,,67.9,22454.025,19450.003,108.624,47.48747668,22755.9,77.58,69.0,56.666,68.07,64.707,19703.7,22854.0,4113.2,4667.6,117.16,98.9,,,,,
2005-02-28,78.213,79.481,85.95,83.11,89.0,76.0,92.0,99.0,95.0,86.0,91.0,82.0,71.7,63.479,98.3657,32273.93311882326,0.47413043478260875,17.625217391304357,59.96319502074691,3.7,91.588,75.557,58.13,78.349,64.202,49.642,8421649.0,,,65.3,20401.096,18396.908,105.152,46.64431891,22791.3,77.895,69.9,56.194,66.287,63.192,19541.8,22813.0,4196.6,4792.6,115.76,100.3,,,,,
2005-03-31,78.607,79.881,86.03,84.42,90.0,83.0,98.0,100.0,98.0,91.0,95.0,82.0,71.6,65.466,104.4836,38570.51206619167,0.477446224256293,16.407585812357,60.123195020746905,3.7,93.659,77.805,58.668,74.978,61.751,50.397,8945437.0,,,64.9,23952.5,22779.866,107.867,46.69692202,22852.0,78.365,70.4,56.112,67.454,65.048,19932.5,23207.4,4086.7,5008.3,114.15,101.8,0.9,1.0,2.1,-0.2,2.0
2005-04-30,78.607,79.962,86.27,85.47,93.0,84.0,101.0,102.0,97.0,95.0,97.0,82.0,71.5,64.576,105.1072,33845.40680303379,0.5406041189931352,19.647585812357,60.06819502074691,3.7,91.314,81.049,58.01,74.146,61.073,52.0,8998829.0,,,61.4,22872.505,21244.49,105.4,48.11576173,22788.6,78.444,71.3,57.11,66.903,63.919,20344.6,23189.0,3991.7,4936.2,113.39,103.1,,,,,
2005-05-31,78.685,79.962,85.71,83.57,92.0,80.0,97.0,95.0,96.0,92.0,94.0,81.0,71.8,64.448,106.745,62355.24890829695,0.5221830663615562,25.36969107551489,60.013195020746906,3.7,90.747,74.865,58.915,73.68,59.376,53.258,9139051.0,,,62.4,23122.703,21161.778,103.863,48.42643636,22808.4,78.365,71.3,57.842,66.489,63.719,20842.0,23026.7,4093.2,5119.5,109.92,104.3,,,,,
2005-06-30,78.607,79.962,85.32,84.8,89.0,78.0,95.0,96.0,97.0,89.0,93.0,82.0,72.5,65.324,107.0997,28205.61732934956,0.5069199084668196,26.28021739130437,59.9231950207469,3.8,94.038,75.178,60.12,73.541,60.771,51.029,9169421.0,,,65.2,23707.576,21288.597,105.322,48.44189107,22807.2,78.129,71.7,56.41,67.996,64.668,21333.4,23873.7,4186.7,4898.9,110.35,105.3,1.9,2.4,-0.5,4.1,4.0
2005-07-31,78.607,79.962,85.84,87.05,90.0,76.0,92.0,97.0,96.0,90.0,92.0,81.0,72.8,65.649,104.7035,28318.301539875894,0.5469199084668194,25.943375286041206,59.80319502074691,3.8,93.291,77.103,59.94,75.739,61.218,51.583,8964267.0,,,66.7,23235.522,21508.824,105.746,51.80238093,22781.1,78.444,72.4,57.02,68.208,65.132,21037.9,24017.8,4120.8,4996.6,112.89,106.2,,,,,
