Date,P_core1,P_core2,P_ppi,B_pi,S_as,S_ab,S_mu,S_mx,S_mf,S_md,S_mo,S_mb,I_s,I_m,I_c,H_p,L_ml,L_mr,L_er,L_ur,M_sf,M_sc,M_si,M_if,M_ic,M_ii,H_c,S_cs,S_cb,M_fi,B_bx,B_bi,M_ur,R_d,L_em,P_cpi,R_s,M_i,M_s,M_p,B_gi,B_gx,B_sx,B_si,B_px,S_es,N_gdp,N_pc,N_fi,N_ci,N_gx
2009-11-30,88.982,89.796,95.81,118.32,95.0,85.0,100.0,97.0,97.0,97.0,93.0,90.0,86.9,85.185,100.8943,34346.66996092853,0.6063935926773458,26.40969107551489,58.60319502074692,3.7,100.063,100.0,78.856,67.802,76.226,62.699,8638143.0,117.0,108.0,80.0,33991.607,29534.69,105.244,70.29857066,23769.6,88.955,83.7,64.884,85.689,84.847,30284.4,33265.6,6271.8,7415.6,117.32,111.4,,,,,
2009-12-31,89.061,89.956,96.29,118.93,100.0,89.0,99.0,98.0,98.0,99.0,94.0,93.0,88.2,85.933,97.3161,77242.3541714548,0.5011304347826089,23.33916475972542,58.39819502074691,3.6,103.176,105.568,79.812,68.669,81.901,63.483,8331787.0,115.5,104.0,82.3,36009.623,32920.497,106.667,73.23527318,23700.4,89.269,85.2,66.322,87.399,85.974,32226.2,36380.8,7844.0,8466.9,118.28,112.7,0.7,1.0,4.8,0.0,2.3
2010-01-31,89.348,90.18,96.71,118.41,100.0,89.0,107.0,104.0,101.0,104.0,101.0,96.0,87.6,86.625,103.0231,26450.448908296938,0.5741304347826086,23.365217391304363,58.44748073503263,4.7,98.738,102.054,80.786,72.493,84.312,67.366,8820398.0,116.0,104.0,81.1,30735.415,31535.995,105.221,73.43938494,23679.5,89.974,85.9,70.514,86.489,87.064,31128.8,32548.6,6138.5,7823.9,117.23,113.6,,,,,
2010-02-28,89.528,90.362,96.88,118.77,101.0,89.0,110.0,105.0,101.0,105.0,103.0,97.0,89.1,89.24,102.7144,30052.93311882326,0.6541304347826088,26.72521739130436,58.363195020746915,4.0,101.893,100.865,80.956,72.628,84.612,71.069,8793970.0,113.6,98.0,87.1,33039.402,31044.126,107.793,75.19682921,23744.4,90.156,89.0,72.775,87.132,89.679,32852.8,35674.9,6086.0,7671.4,118.67,114.2,,,,,
2010-03-31,89.438,90.362,97.33,119.73,102.0,89.0,114.0,108.0,102.0,108.0,106.0,96.0,89.2,90.228,101.6672,32856.51206619167,0.677446224256293,25.007585812356997,58.623195020746905,3.6,101.788,102.703,83.604,76.665,83.667,68.883,8704312.0,113.5,100.0,89.2,37308.94,35575.754,107.935,71.67704409,23847.0,90.338,87.1,71.993,89.338,90.167,33710.4,36822.5,6488.8,8069.1,118.16,114.6,2.0,0.9,9.8,0.0,-0.4
2010-04-30,89.618,90.453,98.04,120.79,107.0,94.0,117.0,112.0,103.0,113.0,110.0,96.0,89.0,91.634,97.3006,29807.406803033788,0.6206041189931352,25.247585812357,58.96819502074692,3.6,106.414,103.459,84.714,80.933,82.925,69.388,8330467.0,113.2,98.0,86.8,39301.014,35522.367,108.348,69.56727727,23993.7,90.702,86.7,73.256,91.085,91.271,33398.1,38200.3,6603.2,7968.7,118.47,114.8,,,,,
2010-05-31,89.798,90.635,98.87,124.21,107.0,95.0,116.0,111.0,105.0,112.0,112.0,97.0,90.2,92.859,100.5563,27690.248908296948,0.6421830663615562,25.269691075514892,59.31319502074691,3.2,106.414,106.919,85.226,79.599,80.129,70.405,8609200.0,113.3,101.0,83.5,38887.93,34853.57,108.868,71.2620393,24128.2,90.793,87.3,73.414,92.096,92.508,34672.4,41038.9,7125.6,7320.8,121.41,114.9,,,,,
2010-06-30,89.888,90.725,98.98,127.12,104.0,94.0,113.0,110.0,104.0,110.0,110.0,98.0,89.8,93.302,100.6668,14370.61732934956,0.6569199084668196,25.58021739130437,59.123195020746905,3.5,106.519,110.27,86.08,78.065,79.454,71.368,8618665.0,114.9,103.0,89.8,42049.045,35254.773,108.561,72.07365532,24096.0,90.702,88.5,73.579,93.382,92.837,34166.4,38490.6,7487.3,8209.6,124.95,114.8,1.9,0.9,2.2,-4.3,10.0
2010-07-31,90.068,90.907,99.23,126.65,107.0,93.0,111.0,111.0,105.0,110.0,108.0,97.0,89.6,93.67,100.1615,18488.301539875894,0.6269199084668193,24.943375286041206,59.20319502074691,3.8,108.307,108.973,86.849,78.466,81.957,71.966,8575400.0,114.9,104.0,88.1,40423.611,35421.718,109.28,72.69886076,24167.9,90.884,88.8,74.315,93.566,93.592,34177.9,38089.5,7060.7,7746.3,124.13,114.7,,,,,
2010-08-31,90.248,91.089,99.53,126.49,102.0,88.0,109.0,113.0,106.0,107.0,106.0,97.0,89.0,93.232,97.1145,23555.196276717987,0.7195514874141878,26.078638443935944,58.973195020746914,3.5,106.625,113.081,86.08,80.772,78.906,73.025,8314527.0,112.6,102.0,93.7,36480.955,35274.964,107.179,74.54503863,24127.0,91.34,88.5,75.118,93.29,93.348,34885.5,39882.3,6841.8,7777.2,120.79,114.5,,,,,
2010-09-30,90.338,91.179,100.1,126.35,99.0,88.0,102.0,109.0,105.0,103.0,101.0,96.0,89.1,93.603,92.8766,25397.66996092852,0.6100778032036616,25.11179633867278,58.79319502074691,3.8,107.571,110.162,86.593,80.144,80.774,73.795,7951697.0,111.6,97.0,93.4,39410.882,35001.78,106.734,78.71964293,24076.0,92.068,89.9,75.759,93.382,93.219,34801.6,40674.7,6513.6,8188.0,119.76,114.1,1.2,1.0,1.7,-1.4,0.3
2010-10-31,90.338,91.179,100.47,124.77,101.0,89.0,105.0,108.0,103.0,105.0,99.0,95.0,89.3,93.234,90.0903,28813.038381981147,0.6437620137299772,26.964427917620146,58.8081950207469,3.7,105.258,111.351,86.678,79.943,83.367,73.797,7713148.0,111.1,92.0,89.7,43340.335,37001.095,106.957,78.14735529,24141.3,92.068,89.1,76.091,93.107,92.692,35766.5,39489.4,7240.0,9011.7,116.23,113.7,,,,,
2010-11-30,90.338,91.179,100.82,127.18,101.0,90.0,106.0,108.0,103.0,106.0,101.0,96.0,89.6,94.208,92.7663,38915.66996092853,0.6263935926773458,26.40969107551489,58.70319502074691,3.3,105.468,113.838,87.959,80.091,84.926,73.913,7942259.0,114.2,98.0,90.9,41260.912,38669.304,107.607,78.01914976,24134.2,91.613,90.2,75.906,94.577,93.959,38181.6,42972.0,7715.8,8408.6,116.88,113.1,,,,,
2010-12-31,90.608,91.452,101.75,132.88,100.0,90.0,105.0,103.0,104.0,104.0,102.0,98.0,90.2,95.39,96.3906,89240.3541714548,0.7111304347826088,25.13916475972542,58.79819502074692,3.6,107.045,113.405,89.155,86.614,87.452,74.529,8252549.0,113.1,95.0,92.5,44145.32,40056.714,110.681,78.56459664,24226.5,91.977,90.8,78.063,95.496,95.681,38160.3,39951.0,7647.5,8726.2,120.32,112.5,1.2,0.8,2.8,1.1,5.0
2011-01-31,91.238,91.906,103.32,132.27,99.0,87.0,106.0,106.0,103.0,103.0,103.0,97.0,92.3,97.676,93.227,35668.44890829694,0.7241304347826086,25.46521739130436,58.64748073503263,3.6,112.198,116.973,91.973,80.472,83.451,73.486,7981702.0,111.6,90.0,90.9,44465.366,41981.323,111.614,83.23480041,24085.3,93.07,95.3,76.197,98.346,98.403,44505.6,45770.4,6903.6,8755.5,118.18,111.7,,,,,
2011-02-28,91.867,92.269,104.09,135.98,95.0,84.0,105.0,105.0,103.0,101.0,101.0,93.0,90.1,96.032,84.3017,33991.93311882326,0.7641304347826088,23.625217391304357,58.96319502074691,3.7,105.783,111.459,90.179,81.869,77.835,74.084,7217549.0,109.4,85.0,89.1,38467.412,36401.588,108.547,79.03506577,24291.9,93.707,88.4,75.845,95.588,96.622,41792.4,45940.3,6913.3,7916.6,120.55,110.9,,,,,
2011-03-31,92.137,92.542,105.34,140.87,97.0,87.0,107.0,108.0,102.0,106.0,104.0,95.0,91.5,98.026,95.0284,40680.51206619167,0.737446224256293,28.107585812356998,59.22319502074691,3.8,107.045,116.432,91.119,80.849,82.404,76.197,8135929.0,98.7,66.0,93.1,48052.991,45565.952,109.8,81.0351506,24413.5,94.072,91.4,77.686,97.151,98.136,47825.1,48258.3,7029.6,8399.6,124.2,110.1,0.9,1.2,0.0,-2.2,8.2
2011-04-30,92.317,92.723,105.99,141.74,103.0,92.0,111.0,111.0,104.0,109.0,109.0,93.0,91.7,96.756,89.3863,49886.40680303379,0.6706041189931351,25.147585812357,59.268195020746916,3.5,102.419,113.622,91.204,77.633,83.062,78.255,7652877.0,100.8,73.0,88.8,48536.725,44188.522,107.786,80.3140205,24467.2,94.163,91.8,78.814,96.048,96.53,47444.5,48677.0,6857.0,8383.4,122.46,109.4,,,,,
2011-05-31,92.677,93.087,106.31,138.72,101.0,90.0,105.0,106.0,103.0,107.0,104.0,91.0,91.7,97.981,90.0872,39032.24890829695,0.7121830663615563,25.86969107551489,59.61319502074691,3.3,102.734,116.216,91.289,80.142,85.575,79.414,7712887.0,104.4,82.0,94.3,47331.329,45284.932,108.781,82.42463873,24585.8,94.345,92.2,80.391,96.691,97.579,51109.0,49917.8,7154.4,8751.6,120.32,108.8,,,,,
2011-06-30,93.037,93.268,106.07,138.01,102.0,88.0,105.0,107.0,102.0,105.0,102.0,89.0,92.3,98.759,98.697,27926.61732934956,0.7469199084668195,25.980217391304368,59.623195020746905,3.3,106.099,116.108,90.863,82.798,86.846,81.419,8450019.0,102.1,79.0,94.7,46736.893,44824.772,109.524,83.09559461,24674.4,94.527,93.2,82.327,97.335,98.3,47291.5,49859.8,7634.7,8746.3,118.95,108.2,0.5,0.7,4.1,-0.1,1.8
2011-07-31,93.307,93.45,106.21,136.29,98.0,87.0,101.0,105.0,105.0,102.0,100.0,89.0,93.0,98.533,85.9871,39554.301539875894,0.6669199084668194,25.243375286041207,59.403195020746914,3.3,105.678,116.865,91.887,82.583,86.747,81.34,7361848.0,102.5,78.0,92.5,48950.113,44296.129,108.453,81.90385711,24593.2,94.982,91.7,82.242,97.61,98.299,46749.5,50424.7,7659.8,8654.8,116.65,107.5,,,,,
2011-08-31,93.397,93.632,106.35,136.64,92.0,81.0,97.0,98.0,102.0,96.0,94.0,86.0,93.4,98.251,88.2168,49523.19627671799,0.6295514874141879,25.478638443935942,59.57319502074691,3.2,105.994,116.973,91.631,79.194,87.307,83.223,7552750.0,98.0,70.0,99.2,45792.061,45381.68,107.604,81.24561266,24679.2,95.62,92.5,83.054,97.61,98.361,46267.7,51076.4,7951.4,8697.0,117.51,106.8,,,,,
2011-09-30,93.307,93.541,106.43,141.42,94.0,82.0,96.0,97.0,100.0,96.0,95.0,87.0,92.6,98.75,90.9193,48363.66996092852,0.6500778032036616,24.61179633867278,58.79319502074691,3.3,104.311,116.324,93.595,81.909,87.626,84.64,7784124.0,97.3,65.0,92.1,46510.965,45279.469,107.48,83.77385996,24405.7,95.529,92.7,84.304,98.254,98.228,48092.0,50443.2,8165.3,8502.6,120.96,106.1,0.5,-0.2,-1.6,-0.3,1.4
2011-10-31,93.217,93.541,106.33,142.8,95.0,82.0,97.0,99.0,98.0,96.0,93.0,87.0,92.9,99.071,93.2447,61403.03838198115,0.5637620137299771,26.564427917620144,59.4081950207469,3.2,101.262,115.568,94.364,83.968,90.808,85.733,7983217.0,99.8,66.0,86.4,46613.48,42709.77,107.545,79.50564669,24709.7,95.347,92.1,86.077,98.346,98.669,47016.4,47841.2,7441.1,8471.6,122.42,105.4,,,,,
2011-11-30,93.487,93.722,105.99,140.8,93.0,80.0,93.0,99.0,99.0,94.0,91.0,87.0,92.6,97.757,87.0121,42836.66996092853,0.6063935926773458,26.30969107551489,59.30319502074691,3.3,100.631,113.622,92.827,84.883,97.715,86.955,7449602.0,104.2,75.0,90.6,46012.595,43010.481,106.724,81.89455226,24670.0,95.438,91.3,87.356,97.059,97.861,43913.0,48999.9,8238.0,8616.4,119.2,104.6,,,,,
2011-12-31,93.847,93.904,106.09,141.01,91.0,81.0,92.0,94.0,97.0,93.0,91.0,84.0,91.6,95.774,96.1536,79823.3541714548,0.6911304347826088,24.83916475972542,59.29819502074692,3.2,101.998,111.135,91.802,88.095,106.048,87.61,8232264.0,98.4,68.0,90.8,47743.725,45488.471,104.753,80.3879658,24713.0,95.802,93.0,89.712,96.048,96.11,47192.2,50004.0,8611.1,8720.7,119.08,103.9,0.5,0.2,-1.1,2.2,-0.6
2012-01-31,94.036,94.122,106.64,142.4,88.0,78.0,88.0,91.0,97.0,87.0,84.0,83.0,92.7,98.128,84.4097,46579.44890829694,0.6841304347826087,25.865217391304363,59.34748073503263,3.3,104.627,120.432,94.193,84.041,94.489,86.486,7226798.0,97.1,66.0,98.8,41200.358,43517.291,107.708,86.87123324,24681.8,96.184,94.9,87.191,99.265,99.158,46980.5,48456.8,8170.6,8565.2,120.18,103.3,,,,,
2012-02-29,94.153,94.485,107.37,143.09,89.0,79.0,91.0,98.0,98.0,91.0,90.0,83.0,93.9,101.488,86.1668,46907.93311882326,0.7241304347826087,27.125217391304357,59.363195020746915,3.4,105.889,124.324,95.474,83.114,91.391,86.447,7377231.0,101.2,69.0,101.9,46316.184,45099.984,109.295,80.93644503,24781.1,96.549,92.8,86.357,100.368,102.262,51618.9,51265.0,8023.0,9158.4,119.74,102.7,,,,,
2012-03-31,93.919,94.204,107.9,145.47,92.0,81.0,95.0,97.0,97.0,92.0,91.0,82.0,93.0,98.845,87.9587,45994.51206619167,0.677446224256293,30.607585812356994,59.623195020746905,3.3,101.367,117.189,93.083,82.44,92.339,87.754,7530653.0,101.8,73.0,89.9,47329.817,45053.406,106.863,81.14638887,24870.3,96.576,92.3,87.139,97.61,98.934,45163.4,49613.7,8479.0,8807.2,120.49,102.1,0.9,0.6,9.6,-4.2,1.1
2012-04-30,93.928,94.176,107.95,143.9,92.0,82.0,96.0,99.0,98.0,93.0,93.0,81.0,93.0,100.032,84.7903,50905.40680303379,0.6906041189931351,27.347585812357,59.768195020746916,3.3,103.996,118.703,93.339,82.206,93.743,86.643,7259386.0,105.9,78.0,95.6,46094.754,43957.176,107.573,81.18769796,24957.1,96.567,92.5,86.896,98.529,99.845,49753.2,49282.9,8296.3,8671.2,121.0,101.5,,,,,
2012-05-31,94.153,94.458,107.35,141.18,93.0,82.0,96.0,97.0,99.0,92.0,92.0,79.0,94.0,101.349,86.9092,52402.24890829695,0.7321830663615563,27.66969107551489,60.013195020746906,3.2,104.522,120.432,95.218,81.767,93.714,87.768,7440792.0,106.3,82.0,89.9,46872.357,44480.339,108.197,85.20727377,25073.0,96.74,94.4,87.55,100.184,100.898,46514.8,49789.1,8791.2,8758.2,120.01,100.6,,,,,
2012-06-30,94.405,94.558,106.05,136.17,91.0,78.0,92.0,97.0,97.0,91.0,91.0,78.0,93.5,99.412,84.2557,46594.61732934956,0.7069199084668195,29.08021739130437,59.82319502074691,3.2,103.785,113.405,94.791,80.692,93.274,86.293,7213615.0,100.5,73.0,85.4,47162.605,41993.629,106.111,86.16392662,25041.3,96.603,94.4,86.055,99.265,98.846,45165.4,50620.1,8439.2,9096.2,118.32,99.5,0.6,0.3,-7.2,-1.7,2.2
2012-07-31,94.396,94.567,105.58,135.01,84.0,69.0,86.0,92.0,93.0,83.0,81.0,71.0,94.5,98.446,88.7317,45358.301539875894,0.7469199084668193,31.343375286041205,59.80319502074691,3.1,102.629,113.946,94.193,79.228,92.937,84.797,7596829.0,99.2,72.0,90.7,44667.681,41976.9,104.55,86.87973374,25028.0,96.385,95.0,84.74,98.162,98.202,44049.3,50450.0,8916.6,8907.0,116.76,98.3,,,,,
2012-08-31,94.549,94.721,106.23,137.26,84.0,69.0,83.0,91.0,93.0,85.0,82.0,74.0,94.0,97.014,83.4817,47697.19627671799,0.7295514874141878,30.578638443935944,59.67319502074691,3.1,101.367,111.892,91.119,81.871,91.297,89.424,7147346.0,99.6,69.0,83.3,43045.181,41115.675,100.24,83.25859654,24999.1,96.831,92.8,88.267,95.68,96.933,45615.1,48348.4,8256.8,8740.3,116.72,97.1,,,,,
2012-09-30,94.702,94.812,106.61,138.26,81.0,68.0,83.0,86.0,92.0,78.0,79.0,72.0,94.3,97.894,87.9379,56328.66996092852,0.6800778032036615,30.811796338672778,59.69319502074691,3.2,108.202,111.784,94.364,76.9,87.947,87.843,7528872.0,97.7,68.0,87.4,45412.538,42559.535,102.511,88.60768433,25050.2,97.523,94.2,85.722,98.989,97.491,45190.5,48775.1,9231.8,9530.4,116.9,96.1,0.4,1.0,-2.7,0.4,2.9
2012-10-31,94.675,94.858,105.78,133.69,79.0,68.0,82.0,88.0,91.0,81.0,80.0,71.0,93.8,99.656,87.744,38284.03838198115,0.7537620137299772,29.464427917620146,59.6081950207469,3.1,106.309,111.351,94.535,80.039,90.412,87.657,7512270.0,99.0,69.0,87.1,47087.76,43379.893,104.022,87.02659999,25060.7,97.341,94.1,86.53,98.805,99.252,45183.4,53031.9,8338.4,9132.3,114.44,95.3,,,,,
2012-11-30,94.747,95.003,105.05,129.74,78.0,66.0,83.0,84.0,89.0,81.0,80.0,69.0,93.9,100.665,89.9079,38452.66996092853,0.7363935926773458,31.909691075514893,59.30319502074691,3.2,105.889,109.622,95.132,85.963,92.687,91.365,7697531.0,99.2,68.0,81.5,47805.246,43381.537,105.054,87.09645905,24968.2,96.995,94.6,89.987,99.081,100.498,45144.1,52337.8,8570.0,9310.5,111.3,94.7,,,,,
2012-12-31,94.9,95.148,104.79,128.38,78.0,68.0,79.0,82.0,90.0,76.0,79.0,71.0,93.3,100.42,91.6044,70475.3541714548,0.6311304347826088,27.83916475972542,59.198195020746915,3.1,107.15,109.838,96.499,88.149,89.572,95.601,7842780.0,98.1,67.0,87.3,44875.311,43069.109,105.214,89.33102801,24922.5,97.168,94.9,93.833,100.368,100.94,44696.8,51694.0,9621.3,9514.3,110.47,94.5,0.5,0.3,-2.5,1.6,0.4
2013-01-31,95.278,95.53,104.96,127.35,78.0,69.0,82.0,83.0,94.0,79.0,79.0,72.0,94.0,100.675,88.1512,41120.44890829694,0.6741304347826087,27.665217391304363,59.34748073503263,3.2,107.466,114.162,97.011,89.085,91.485,94.797,7547132.0,101.5,67.0,86.4,45673.109,45296.942,106.629,85.12039914,24950.5,97.751,94.4,93.76,100.735,101.935,45369.0,52627.7,8759.4,9367.3,110.4,94.5,,,,,
2013-02-28,95.512,95.775,105.68,130.83,80.0,68.0,85.0,85.0,92.0,81.0,85.0,72.0,95.5,100.466,92.3206,36406.93311882326,0.6441304347826088,31.525217391304356,59.16319502074691,3.2,107.361,108.865,95.901,90.028,97.616,91.879,7904101.0,100.9,69.0,84.6,42331.837,40458.472,104.933,86.75668974,24906.1,98.078,94.5,92.044,99.54,101.241,45794.5,50673.8,8647.2,9518.9,113.09,94.8,,,,,
2013-03-31,95.395,95.639,105.26,129.79,80.0,71.0,86.0,90.0,94.0,82.0,82.0,72.0,94.3,98.618,91.4393,37878.51206619167,0.637446224256293,31.607585812356994,59.42319502074691,3.0,102.734,109.622,95.132,90.219,91.415,91.545,7828641.0,103.8,73.0,86.0,47312.704,43976.739,102.666,83.52077905,25036.4,97.987,93.9,91.188,98.254,98.765,44365.8,50574.4,8430.0,8935.6,113.39,95.1,0.9,-0.3,-1.6,2.5,0.5
2013-04-30,95.395,95.575,104.93,129.91,83.0,73.0,92.0,92.0,96.0,84.0,90.0,74.0,94.8,99.532,98.094,39645.40680303379,0.5906041189931351,30.247585812357002,59.768195020746916,3.0,101.998,110.486,95.389,89.278,88.286,90.206,8398393.0,101.3,74.0,84.6,46157.925,43648.241,102.902,86.12477716,25230.5,97.851,93.9,89.772,98.254,99.155,44676.9,49797.4,8793.3,8711.6,114.06,95.5,,,,,
2013-05-31,95.755,95.938,104.57,127.56,83.0,73.0,89.0,96.0,95.0,85.0,91.0,75.0,95.2,99.698,96.541,41862.24890829695,0.6221830663615563,30.169691075514894,59.81319502074691,3.1,104.522,107.676,95.73,89.02,90.512,89.975,8265433.0,103.8,79.0,85.1,48307.56,42389.874,103.037,86.83071419,25266.4,97.851,94.6,89.956,98.897,99.155,43145.2,51961.3,8456.3,8935.2,113.07,96.0,,,,,
2013-06-30,95.89,95.993,104.55,130.26,83.0,74.0,92.0,96.0,96.0,88.0,89.0,76.0,94.7,99.751,97.3806,34268.61732934956,0.6669199084668195,29.38021739130437,59.9231950207469,3.1,103.47,110.595,96.243,87.442,88.031,90.16,8337310.0,104.6,82.0,87.9,46690.983,40719.394,102.565,87.27110459,25326.9,97.732,95.0,89.406,100.0,99.271,44669.1,50037.8,8681.8,8699.4,115.95,96.5,1.2,0.9,1.9,4.5,1.6
2013-07-31,96.006,96.011,104.53,129.2,82.0,70.0,88.0,93.0,94.0,82.0,87.0,73.0,94.7,98.641,97.2732,37931.301539875894,0.5669199084668194,29.043375286041208,59.903195020746914,3.2,100.946,105.838,96.243,84.177,91.84,92.685,8328120.0,104.3,82.0,91.3,45829.521,43384.403,99.928,87.65695346,25335.0,97.942,95.8,90.903,98.162,98.231,44971.6,51436.6,8365.6,9037.3,114.92,97.1,,,,,
2013-08-31,95.961,95.965,104.82,130.03,81.0,70.0,82.0,88.0,93.0,82.0,84.0,76.0,95.5,100.448,95.9907,40646.19627671799,0.5995514874141878,29.978638443935942,59.973195020746914,3.2,106.519,104.108,98.463,87.725,92.599,91.884,8218315.0,104.5,81.0,93.6,46311.341,41593.821,102.922,86.95155731,25376.6,98.288,94.8,91.16,100.735,100.461,43838.3,52016.2,8381.8,9065.0,114.17,97.6,,,,,
2013-09-30,96.303,96.256,104.71,127.02,82.0,72.0,83.0,91.0,95.0,81.0,86.0,78.0,95.2,98.777,97.7833,37981.66996092852,0.6200778032036616,28.711796338672777,60.09319502074691,3.0,100.315,103.243,96.84,88.175,95.457,94.517,8371792.0,101.2,77.0,87.3,44650.486,41055.405,99.313,84.85034736,25488.0,98.479,94.5,93.392,98.162,98.346,44721.4,52194.6,8130.6,8803.6,111.38,98.1,0.9,0.8,1.6,-1.1,-0.6
2013-10-31,96.393,96.365,104.34,123.94,81.0,75.0,91.0,92.0,95.0,84.0,88.0,83.0,95.6,101.183,99.8016,34724.03838198115,0.5637620137299771,29.364427917620144,60.1081950207469,3.1,105.258,105.838,98.036,92.084,98.269,93.941,8544586.0,106.1,84.0,98.8,50480.484,45604.963,103.076,86.38886011,25540.1,98.179,95.0,94.028,100.368,100.608,45934.8,53537.4,9045.7,8931.1,109.31,98.7,,,,,
2013-11-30,96.609,96.61,104.13,123.38,83.0,74.0,88.0,91.0,96.0,86.0,87.0,79.0,95.6,100.203,101.0624,40864.66996092853,0.6363935926773459,31.60969107551489,60.10319502074692,3.1,103.996,104.865,97.096,92.787,98.241,96.76,8652534.0,107.6,87.0,89.7,47905.028,43106.074,102.502,85.92637877,25578.0,98.16,95.5,95.743,99.54,100.048,44919.3,51591.1,8321.2,10331.1,108.47,99.1,,,,,
